"Category","Group","Database","a","b","c","d","Odds ratio","p-value","q-value","Product"
"clust_4193","group6","ortho_id",2,9265,0,69998,Inf,0.0136670256666001,0.139032405706872,"ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain"
"clust_4194","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4194","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4194","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4194","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4194","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4194","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4194","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4195","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4195","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4195","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4195","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4195","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4195","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4195","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4196","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4196","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4196","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4196","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4196","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4196","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4196","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4197","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4197","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4197","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4197","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4197","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4197","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4197","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4198","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4198","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4198","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4198","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4198","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4198","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4198","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4199","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4199","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4199","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4199","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4199","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4199","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4199","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4200","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4200","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4200","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4200","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4200","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4200","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4200","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4201","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4201","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4201","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4201","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4201","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4201","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4201","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4202","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4202","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4202","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4202","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4202","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4202","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4202","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4203","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4203","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4203","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4203","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4203","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4203","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4203","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4204","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4204","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4204","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4204","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4204","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4204","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4204","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4205","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4205","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4205","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4205","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4205","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4205","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4205","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4206","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4206","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4206","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4206","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4206","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4206","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4206","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4207","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4207","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4207","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4207","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4207","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4207","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4207","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4208","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4208","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4208","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4208","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4208","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4208","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4208","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4209","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4209","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4209","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4209","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4209","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4209","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4209","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4210","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4210","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4210","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4210","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4210","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4210","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4210","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4211","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4211","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4211","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4211","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4211","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4211","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4211","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4212","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4212","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4212","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4212","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4212","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4212","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4212","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4213","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4213","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4213","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4213","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4213","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4213","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4213","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4214","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4214","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4214","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4214","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4214","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4214","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4214","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4215","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4215","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4215","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4215","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4215","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4215","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4215","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4216","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4216","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4216","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4216","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4216","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4216","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4216","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4217","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4217","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4217","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4217","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4217","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4217","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4217","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4218","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4218","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4218","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4218","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4218","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4218","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4218","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4219","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4219","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4219","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4219","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4219","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4219","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4219","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4220","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4220","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4220","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4220","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4220","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4220","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4220","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4221","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4221","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4221","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4221","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4221","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4221","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4221","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4222","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4222","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4222","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4222","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4222","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4222","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4222","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4223","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4223","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4223","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4223","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4223","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4223","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4223","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4224","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4224","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4224","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4224","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4224","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4224","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4224","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4225","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4225","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4225","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4225","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4225","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4225","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4225","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4226","group1","ortho_id",0,3078,2,76185,0,1,1,"LPXTG-motif protein cell wall anchor domain protein"
"clust_4226","group7","ortho_id",0,1438,2,77825,0,1,1,"LPXTG-motif protein cell wall anchor domain protein"
"clust_4226","group3","ortho_id",0,15430,2,63833,0,1,1,"LPXTG-motif protein cell wall anchor domain protein"
"clust_4226","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"LPXTG-motif protein cell wall anchor domain protein"
"clust_4226","group6","ortho_id",0,9267,2,69996,0,1,1,"LPXTG-motif protein cell wall anchor domain protein"
"clust_4226","group4","ortho_id",0,2015,2,77248,0,1,1,"LPXTG-motif protein cell wall anchor domain protein"
"clust_4226","group2","ortho_id",0,4787,2,74476,0,1,1,"LPXTG-motif protein cell wall anchor domain protein"
"clust_4227","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4227","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4227","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4227","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4227","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4227","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4227","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4228","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4228","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4228","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4228","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4228","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4228","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4228","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4229","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4229","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4229","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4229","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4229","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4229","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4229","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4230","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4230","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4230","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4230","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4230","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4230","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4230","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4231","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4231","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4231","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4231","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4231","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4231","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4231","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4232","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4232","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4232","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4232","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4232","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4232","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4232","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4233","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4233","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4233","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4233","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4233","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4233","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4233","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4234","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4234","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4234","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4234","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4234","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4234","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4234","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4235","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4235","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4235","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4235","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4235","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4235","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4235","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4236","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4236","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4236","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4236","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4236","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4236","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4236","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4237","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4237","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4237","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4237","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4237","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4237","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4237","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4238","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4238","group6","ortho_id",0,9267,2,69996,0,1,1,"hypothetical protein"
"clust_4238","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
"clust_4238","group1","ortho_id",0,3078,2,76185,0,1,1,"hypothetical protein"
"clust_4238","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4238","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4238","group4","ortho_id",0,2015,2,77248,0,1,1,"hypothetical protein"
"clust_4239","group7","ortho_id",0,1438,2,77825,0,1,1,"hypothetical protein"
"clust_4239","group3","ortho_id",0,15430,2,63833,0,1,1,"hypothetical protein"
"clust_4239","group5","ortho_id",2,43248,0,36015,Inf,0.504159407659405,1,"hypothetical protein"
"clust_4239","group2","ortho_id",0,4787,2,74476,0,1,1,"hypothetical protein"
