"","ortho_id","top_hit"
"2996","GV13|SEQ00714","hypothetical protein"
"2997","GV13|SEQ00838","hypothetical protein"
"2998","GV13|SEQ00882","hypothetical protein"
"2999","GV13|SEQ00893","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3000","GV13|SEQ00905","Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)"
"3001","GV13|SEQ00936","hypothetical protein"
"3002","GV13|SEQ00986","hypothetical protein"
"3003","GV13|SEQ00990","hypothetical protein"
"3004","GV13|SEQ00994","Sugar kinases, ribokinase family"
"3005","GV13|SEQ00997","hypothetical protein"
"3006","GV13|SEQ01013","hypothetical protein"
"3007","GV13|SEQ01014","hypothetical protein"
"3008","GV13|SEQ01020","hypothetical protein"
"3009","GV13|SEQ01037","hypothetical protein"
"3010","GV13|SEQ01041","hypothetical protein"
"3011","GV13|SEQ01045","hypothetical protein"
"3012","GV13|SEQ01049","hypothetical protein"
"3013","GV13|SEQ01122","hypothetical protein"
"3014","GV13|SEQ01149","Exonuclease SbcC"
"3015","GV13|SEQ01154","hypothetical protein"
"3016","GV13|SEQ01155","hypothetical protein"
"3017","GV13|SEQ01162","hypothetical protein"
"3018","GV13|SEQ01184","Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)"
"3019","GV13|SEQ01224","hypothetical protein"
"3020","GV13|SEQ01240","hypothetical protein"
"3021","GV13|SEQ01263","hypothetical protein"
"3022","GV13|SEQ01291","Glucosyl tranferase II"
"3023","GV13|SEQ01294","Alpha-L-Rha alpha-1,2-L-rhamnosyltransferase/alpha-L-Rha alpha-1,3-L- rhamnosyltransferase (EC 2.4.1.-)"
"3024","GV14|SEQ00031","hypothetical protein"
"3025","GV14|SEQ00032","hypothetical protein"
"3026","GV14|SEQ00039","hypothetical protein"
"3027","GV14|SEQ00044","hypothetical protein"
"3028","GV14|SEQ00062","hypothetical protein"
"3029","GV14|SEQ00151","hypothetical protein"
"3030","GV14|SEQ00193","hypothetical protein"
"3031","GV14|SEQ00209","hypothetical protein"
"3032","GV14|SEQ00214","hypothetical protein"
"3033","GV14|SEQ00293","hypothetical protein"
"3034","GV14|SEQ00304","hypothetical protein"
"3035","GV14|SEQ00333","Listeria/Bacterioides repeat protein"
"3036","GV14|SEQ00380","hypothetical protein"
"3037","GV14|SEQ00395","hypothetical protein"
"3038","GV14|SEQ00466","hypothetical protein"
"3039","GV14|SEQ00467","hypothetical protein"
"3040","GV14|SEQ00476","hypothetical protein"
"3041","GV14|SEQ00477","FIG00672052: hypothetical protein"
"3042","GV14|SEQ00490","hypothetical protein"
"3043","GV14|SEQ00494","hypothetical protein"
"3044","GV14|SEQ00498","hypothetical protein"
"3045","GV14|SEQ00575","hypothetical protein"
"3046","GV14|SEQ00577","hypothetical protein"
"3047","GV14|SEQ00601","hypothetical protein"
"3048","GV14|SEQ00631","hypothetical protein"
"3049","GV14|SEQ00633","hypothetical protein"
"3050","GV14|SEQ00672","hypothetical protein"
"3051","GV14|SEQ00690","hypothetical protein"
"3052","GV14|SEQ00691","hypothetical protein"
"3053","GV14|SEQ00718","hypothetical protein"
"3054","GV14|SEQ00765","SSU ribosomal protein S16p"
"3055","GV14|SEQ00779","hypothetical protein"
"3056","GV14|SEQ00815","hypothetical protein"
"3057","GV14|SEQ00867","hypothetical protein"
"3058","GV14|SEQ00874","hypothetical protein"
"3059","GV14|SEQ00875","hypothetical protein"
"3060","GV14|SEQ00878","hypothetical protein"
"3061","GV14|SEQ00879","hypothetical protein"
"3062","GV14|SEQ00889","FIG00672200: hypothetical protein"
"3063","GV14|SEQ00899","hypothetical protein"
"3064","GV14|SEQ00996","ATPase component of general energizing module of ECF transporters"
"3065","GV14|SEQ01036","hypothetical protein"
"3066","GV14|SEQ01050","hypothetical protein"
"3067","GV14|SEQ01056","hypothetical protein"
"3068","GV14|SEQ01073","hypothetical protein"
"3069","GV14|SEQ01092","hypothetical protein"
"3070","GV14|SEQ01167","hypothetical protein"
"3071","GV14|SEQ01171","hypothetical protein"
"3072","GV14|SEQ01175","hypothetical protein"
"3073","GV14|SEQ01176","hypothetical protein"
"3074","GV14|SEQ01185","hypothetical protein"
"3075","GV15|SEQ00074","hypothetical protein"
"3076","GV15|SEQ00075","hypothetical protein"
"3077","GV15|SEQ00086","hypothetical protein"
"3078","GV15|SEQ00100","hypothetical protein"
"3079","GV15|SEQ00103","hypothetical protein"
"3080","GV15|SEQ00115","hypothetical protein"
"3081","GV15|SEQ00138","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3082","GV15|SEQ00187","hypothetical protein"
"3083","GV15|SEQ00191","hypothetical protein"
"3084","GV15|SEQ00267","hypothetical protein"
"3085","GV15|SEQ00271","hypothetical protein"
"3086","GV15|SEQ00301","hypothetical protein"
"3087","GV15|SEQ00318","hypothetical protein"
"3088","GV15|SEQ00328","hypothetical protein"
"3089","GV15|SEQ00331","hypothetical protein"
"3090","GV15|SEQ00334","hypothetical protein"
"3091","GV15|SEQ00361","hypothetical protein"
"3092","GV15|SEQ00366","SSU ribosomal protein S16p"
"3093","GV15|SEQ00443","hypothetical protein"
"3094","GV15|SEQ00459","hypothetical protein"
"3095","GV15|SEQ00460","hypothetical protein"
"3096","GV15|SEQ00529","Cell filamentation protein fic"
"3097","GV15|SEQ00532","hypothetical protein"
"3098","GV15|SEQ00580","hypothetical protein"
"3099","GV15|SEQ00581","hypothetical protein"
"3100","GV15|SEQ00648","hypothetical protein"
"3101","GV15|SEQ00707","hypothetical protein"
"3102","GV15|SEQ00708","hypothetical protein"
"3103","GV15|SEQ00709","hypothetical protein"
"3104","GV15|SEQ00710","Type III restriction-modification system DNA endonuclease res (EC 3.1.21.5)"
"3105","GV15|SEQ00711","hypothetical protein"
"3106","GV15|SEQ00715","hypothetical protein"
"3107","GV15|SEQ00766","hypothetical protein"
"3108","GV15|SEQ00902","hypothetical protein"
"3109","GV15|SEQ00922","hypothetical protein"
"3110","GV15|SEQ00937","hypothetical protein"
"3111","GV15|SEQ00969","hypothetical protein"
"3112","GV15|SEQ00973","Cell division protein FtsH (EC 3.4.24.-)"
"3113","GV15|SEQ00991","hypothetical protein"
"3114","GV15|SEQ01000","hypothetical protein"
"3115","GV15|SEQ01005","Sortase A, LPXTG specific"
"3116","GV15|SEQ01012","hypothetical protein"
"3117","GV15|SEQ01014","hypothetical protein"
"3118","GV15|SEQ01033","hypothetical protein"
"3119","GV15|SEQ01035","hypothetical protein"
"3120","GV15|SEQ01039","hypothetical protein"
"3121","GV15|SEQ01040","hypothetical protein"
"3122","GV15|SEQ01069","hypothetical protein"
"3123","GV15|SEQ01070","hypothetical protein"
"3124","GV15|SEQ01077","hypothetical protein"
"3125","GV15|SEQ01161","hypothetical protein"
"3126","GV16|SEQ00001","hypothetical protein"
"3127","GV16|SEQ00108","hypothetical protein"
"3128","GV16|SEQ00240","hypothetical protein"
"3129","GV16|SEQ00295","hypothetical protein"
"3130","GV16|SEQ00392","Exonuclease SbcC"
"3131","GV16|SEQ00422","hypothetical protein"
"3132","GV16|SEQ00439","hypothetical protein"
"3133","GV16|SEQ00486","SSU ribosomal protein S16p"
"3134","GV16|SEQ00515","hypothetical protein"
"3135","GV16|SEQ00531","ABC transporter permease protein"
"3136","GV16|SEQ00598","FIG00525105: hypothetical protein"
"3137","GV16|SEQ00601","hypothetical protein"
"3138","GV16|SEQ00637","hypothetical protein"
"3139","GV16|SEQ00834","hypothetical protein"
"3140","GV16|SEQ00859","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3141","GV16|SEQ00945","hypothetical protein"
"3142","GV16|SEQ01112","hypothetical protein"
"3143","GV16|SEQ01164","hypothetical protein"
"3144","GV16|SEQ01248","hypothetical protein"
"3145","GV16|SEQ01253","hypothetical protein"
"3146","GV16|SEQ01270","hypothetical protein"
"3147","GV17|SEQ00065","FIG00672535: hypothetical protein"
"3148","GV17|SEQ00096","hypothetical protein"
"3149","GV17|SEQ00126","DNA polymerase I (EC 2.7.7.7)"
"3150","GV17|SEQ00194","hypothetical protein"
"3151","GV17|SEQ00202","hypothetical protein"
"3152","GV17|SEQ00206","hypothetical protein"
"3153","GV17|SEQ00207","hypothetical protein"
"3154","GV17|SEQ00288","SSU ribosomal protein S16p"
"3155","GV17|SEQ00319","hypothetical protein"
"3156","GV17|SEQ00383","hypothetical protein"
"3157","GV17|SEQ00462","Type III restriction-modification system methylation subunit (EC 2.1.1.72)"
"3158","GV17|SEQ00504","Aspartate aminotransferase (EC 2.6.1.1)"
"3159","GV17|SEQ00513","hypothetical protein"
"3160","GV17|SEQ00514","hypothetical protein"
"3161","GV17|SEQ00515","hypothetical protein"
"3162","GV17|SEQ00516","hypothetical protein"
"3163","GV17|SEQ00528","hypothetical protein"
"3164","GV17|SEQ00765","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3165","GV17|SEQ00788","hypothetical protein"
"3166","GV17|SEQ00804","SSU ribosomal protein S20p"
"3167","GV17|SEQ00810","hypothetical protein"
"3168","GV17|SEQ00899","hypothetical protein"
"3169","GV17|SEQ00903","Death on curing protein, Doc toxin"
"3170","GV17|SEQ00904","hypothetical protein"
"3171","GV17|SEQ00905","FIG045374: Type II restriction enzyme, methylase subunit YeeA"
"3172","GV17|SEQ00941","hypothetical protein"
"3173","GV17|SEQ00963","hypothetical protein"
"3174","GV17|SEQ01016","hypothetical protein"
"3175","GV17|SEQ01056","hypothetical protein"
"3176","GV17|SEQ01076","hypothetical protein"
"3177","GV17|SEQ01110","hypothetical protein"
"3178","GV17|SEQ01111","hypothetical protein"
"3179","GV17|SEQ01197","hypothetical protein"
"3180","GV17|SEQ01202","NADH peroxidase (EC 1.11.1.1)"
"3181","GV17|SEQ01203","Permeases of the major facilitator superfamily"
"3182","GV17|SEQ01204","hypothetical protein"
"3183","GV17|SEQ01205","Acetate kinase (EC 2.7.2.1)"
"3184","GV17|SEQ01206","Catalyzes the cleavage of p-aminobenzoyl-glutamate to p-aminobenzoate and glutamate, subunit A"
"3185","GV17|SEQ01207","hypothetical protein"
"3186","GV17|SEQ01208","Prephenate dehydratase (EC 4.2.1.51)"
"3187","GV17|SEQ01209","Zinc ABC transporter, periplasmic-binding protein ZnuA"
"3188","GV17|SEQ01210","FIG00630194: hypothetical protein"
"3189","GV17|SEQ01211","Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)"
"3190","GV17|SEQ01212","hypothetical protein"
"3191","GV17|SEQ01213","hypothetical protein"
"3192","GV17|SEQ01214","Translation elongation factor Ts"
"3193","GV17|SEQ01215","PTS system, mannose-specific IIB component (EC 2.7.1.69)"
"3194","GV17|SEQ01216","FIG01229456: hypothetical protein"
"3195","GV18|SEQ00001","Glycerol-3-phosphate ABC transporter, periplasmic glycerol-3-phosphate-binding protein (TC 3.A.1.1.3)"
"3196","GV18|SEQ00003","Lon-like protease with PDZ domain"
"3197","GV18|SEQ00005","hypothetical protein"
"3198","GV18|SEQ00006","hypothetical protein"
"3199","GV18|SEQ00007","hypothetical protein"
"3200","GV18|SEQ00010","Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)"
"3201","GV18|SEQ00012","ABC sugar transporter, periplasmic binding protein"
"3202","GV18|SEQ00018","6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)"
"3203","GV18|SEQ00021","FIG00672020: hypothetical protein"
"3204","GV18|SEQ00025","hypothetical protein"
"3205","GV18|SEQ00026","hypothetical protein"
"3206","GV18|SEQ00049","CRISPR-associated protein Cas1"
"3207","GV18|SEQ00050","ATP synthase beta chain (EC 3.6.3.14)"
"3208","GV18|SEQ00062","N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47)"
"3209","GV18|SEQ00086","hypothetical protein"
"3210","GV18|SEQ00109","Amino acid permease-associated region precursor"
"3211","GV18|SEQ00111","DNA recombination protein RmuC"
"3212","GV18|SEQ00133","Methionine ABC transporter substrate-binding protein"
"3213","GV18|SEQ00183","hypothetical protein"
"3214","GV18|SEQ00191","hypothetical protein"
"3215","GV18|SEQ00197","Dihydroorotate dehydrogenase, catalytic subunit (EC 1.3.3.1)"
"3216","GV18|SEQ00207","hypothetical protein"
"3217","GV18|SEQ00214","Topoisomerase IV subunit B (EC 5.99.1.-)"
"3218","GV18|SEQ00246","Sortase A, LPXTG specific"
"3219","GV18|SEQ00273","Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)"
"3220","GV18|SEQ00339","hypothetical protein"
"3221","GV18|SEQ00369","SSU ribosomal protein S2p (SAe)"
"3222","GV18|SEQ00378","Homoserine dehydrogenase (EC 1.1.1.3)"
"3223","GV18|SEQ00407","hypothetical protein"
"3224","GV18|SEQ00411","hypothetical protein"
"3225","GV18|SEQ00417","Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)"
"3226","GV18|SEQ00418","phosphopyruvate hydratase"
"3227","GV18|SEQ00456","hypothetical protein"
"3228","GV18|SEQ00481","FIG00424960: hypothetical protein"
"3229","GV18|SEQ00518","hypothetical protein"
"3230","GV18|SEQ00528","hypothetical protein"
"3231","GV18|SEQ00571","FIG00672196: hypothetical protein"
"3232","GV18|SEQ00579","1,4-beta-N-acetylmuramidase"
"3233","GV18|SEQ00580","Cell division trigger factor (EC 5.2.1.8)"
"3234","GV18|SEQ00610","hypothetical protein"
"3235","GV18|SEQ00615","hypothetical protein"
"3236","GV18|SEQ00731","hypothetical protein"
"3237","GV18|SEQ00752","hypothetical protein"
"3238","GV18|SEQ00769","MSM (multiple sugar metabolism) operon regulatory protein"
"3239","GV18|SEQ00775","hypothetical protein"
"3240","GV18|SEQ00812","hypothetical protein"
"3241","GV18|SEQ00814","hypothetical protein"
"3242","GV18|SEQ00821","hypothetical protein"
"3243","GV18|SEQ00847","Preprotein translocase secY subunit (TC 3.A.5.1.1)"
"3244","GV18|SEQ00869","Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)"
"3245","GV18|SEQ00878","hypothetical protein"
"3246","GV18|SEQ00879","hypothetical protein"
"3247","GV18|SEQ00900","hypothetical protein"
"3248","GV18|SEQ00901","Virulence factor mviN"
"3249","GV18|SEQ00918","DNA gyrase subunit A (EC 5.99.1.3)"
"3250","GV18|SEQ00936","Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)"
"3251","GV18|SEQ00975","hypothetical protein"
"3252","GV18|SEQ01029","hypothetical protein"
"3253","GV18|SEQ01040","OpcA, an allosteric effector of glucose-6-phosphate dehydrogenase, actinobacterial"
"3254","GV18|SEQ01074","Glycosyltransferase (EC 2.4.1.-)"
"3255","GV18|SEQ01107","Histidyl-tRNA synthetase (EC 6.1.1.21)"
"3256","GV18|SEQ01121","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3257","GV18|SEQ01176","GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2)"
"3258","GV18|SEQ01202","GTP-binding protein HflX"
"3259","GV18|SEQ01258","SSU ribosomal protein S16p"
"3260","GV18|SEQ01286","hypothetical protein"
"3261","GV18|SEQ01302","Phosphoglycerate mutase family"
"3262","GV19|SEQ00016","hypothetical protein"
"3263","GV19|SEQ00017","hypothetical protein"
"3264","GV19|SEQ00018","hypothetical protein"
"3265","GV19|SEQ00065","rRNA methylases"
"3266","GV19|SEQ00136","Serine/threonine protein kinase PrkC, regulator of stationary phase"
"3267","GV19|SEQ00142","FIG00672446: hypothetical protein"
"3268","GV19|SEQ00199","hypothetical protein"
"3269","GV19|SEQ00200","hypothetical protein"
"3270","GV19|SEQ00201","hypothetical protein"
"3271","GV19|SEQ00247","hypothetical protein"
"3272","GV19|SEQ00284","probable permease protein of ABC transporter system"
"3273","GV19|SEQ00294","hypothetical protein"
"3274","GV19|SEQ00297","FIG00672278: hypothetical protein"
"3275","GV19|SEQ00313","hypothetical protein"
"3276","GV19|SEQ00340","hypothetical protein"
"3277","GV19|SEQ00360","Regulator of polyketide synthase expression"
"3278","GV19|SEQ00417","hypothetical protein"
"3279","GV19|SEQ00606","hypothetical protein"
"3280","GV19|SEQ00613","hypothetical protein"
"3281","GV19|SEQ00617","FIG00672464: hypothetical protein"
"3282","GV19|SEQ00664","CRISPR-associated helicase Cas3, protein"
"3283","GV19|SEQ00673","hypothetical protein"
"3284","GV19|SEQ00705","hypothetical protein"
"3285","GV19|SEQ00735","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)"
"3286","GV19|SEQ00761","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3287","GV19|SEQ00774","hypothetical protein"
"3288","GV19|SEQ00814","UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)"
"3289","GV19|SEQ00875","FIG00672106: hypothetical protein"
"3290","GV19|SEQ00926","1,4-beta-N-acetylmuramidase"
"3291","GV19|SEQ00946","hypothetical protein"
"3292","GV19|SEQ00973","FIG00672056: hypothetical protein"
"3293","GV19|SEQ00990","hypothetical protein"
"3294","GV19|SEQ01004","3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)"
"3295","GV19|SEQ01011","hypothetical protein"
"3296","GV19|SEQ01016","Lipid A export ATP-binding/permease protein MsbA"
"3297","GV19|SEQ01027","hypothetical protein"
"3298","GV19|SEQ01090","hypothetical protein"
"3299","GV19|SEQ01110","hypothetical protein"
"3300","GV19|SEQ01119","SSU ribosomal protein S16p"
"3301","GV19|SEQ01128","hypothetical protein"
"3302","GV19|SEQ01171","hypothetical protein"
"3303","GV19|SEQ01194","FIG00672175: hypothetical protein"
"3304","GV19|SEQ01198","hypothetical protein"
"3305","GV19|SEQ01295","hypothetical protein"
"3306","GV19|SEQ01317","hypothetical protein"
"3307","GV20|SEQ00004","DNA recombination and repair protein RecF"
"3308","GV20|SEQ00059","hypothetical protein"
"3309","GV20|SEQ00079","conserved hypothetical protein"
"3310","GV20|SEQ00080","conserved hypothetical protein"
"3311","GV20|SEQ00081","hypothetical protein"
"3312","GV20|SEQ00118","hypothetical protein"
"3313","GV20|SEQ00119","hypothetical protein"
"3314","GV20|SEQ00136","hypothetical protein"
"3315","GV20|SEQ00143","hypothetical protein"
"3316","GV20|SEQ00179","hypothetical protein"
"3317","GV20|SEQ00206","hypothetical protein"
"3318","GV20|SEQ00315","hypothetical protein"
"3319","GV20|SEQ00337","hypothetical protein"
"3320","GV20|SEQ00355","hypothetical protein"
"3321","GV20|SEQ00388","SSU ribosomal protein S16p"
"3322","GV20|SEQ00413","hypothetical protein"
"3323","GV20|SEQ00512","ATPase"
"3324","GV20|SEQ00530","hypothetical protein"
"3325","GV20|SEQ00545","hypothetical protein"
"3326","GV20|SEQ00556","Histidine permease YuiF"
"3327","GV20|SEQ00568","hypothetical protein"
"3328","GV20|SEQ00781","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3329","GV20|SEQ00788","Helicase PriA essential for oriC/DnaA-independent DNA replication"
"3330","GV20|SEQ00911","prophage ps3 protein 01, putative"
"3331","GV20|SEQ01022","hypothetical protein"
"3332","GV20|SEQ01099","hypothetical protein"
"3333","GV20|SEQ01154","hypothetical protein"
"3334","GV20|SEQ01170","hypothetical protein"
"3335","GV20|SEQ01177","hypothetical protein"
"3336","GV20|SEQ01219","conserved hypothetical protein"
"3337","GV20|SEQ01220","conserved hypothetical protein"
"3338","GV20|SEQ01264","hypothetical protein"
"3339","GV20|SEQ01271","hypothetical protein"
"3340","GV21|SEQ00029","hypothetical protein"
"3341","GV21|SEQ00235","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3342","GV21|SEQ00337","hypothetical protein"
"3343","GV21|SEQ00344","hypothetical protein"
"3344","GV21|SEQ00345","hypothetical protein"
"3345","GV21|SEQ00394","hypothetical protein"
"3346","GV21|SEQ00395","hypothetical protein"
"3347","GV21|SEQ00464","hypothetical protein"
"3348","GV21|SEQ00522","ATP-dependent DNA helicase"
"3349","GV21|SEQ00554","hypothetical protein"
"3350","GV21|SEQ00560","hypothetical protein"
"3351","GV21|SEQ00572","hypothetical protein"
"3352","GV21|SEQ00573","hypothetical protein"
"3353","GV21|SEQ00611","hypothetical protein"
"3354","GV21|SEQ00614","hypothetical protein"
"3355","GV21|SEQ00690","hypothetical protein"
"3356","GV21|SEQ00742","hypothetical protein"
"3357","GV21|SEQ00755","hypothetical protein"
"3358","GV21|SEQ00762","FIG00672189: hypothetical protein"
"3359","GV21|SEQ00781","hypothetical protein"
"3360","GV21|SEQ00861","hypothetical protein"
"3361","GV21|SEQ00889","hypothetical protein"
"3362","GV21|SEQ00922","hypothetical protein"
"3363","GV21|SEQ00923","hypothetical protein"
"3364","GV21|SEQ00938","hypothetical protein"
"3365","GV21|SEQ00998","hypothetical protein"
"3366","GV21|SEQ01002","hypothetical protein"
"3367","GV21|SEQ01007","hypothetical protein"
"3368","GV21|SEQ01012","hypothetical protein"
"3369","GV21|SEQ01015","hypothetical protein"
"3370","GV21|SEQ01016","hypothetical protein"
"3371","GV21|SEQ01019","hypothetical protein"
"3372","GV21|SEQ01022","FIG00672414: hypothetical protein"
"3373","GV21|SEQ01040","hypothetical protein"
"3374","GV21|SEQ01047","hypothetical protein"
"3375","GV21|SEQ01105","hypothetical protein"
"3376","GV21|SEQ01113","hypothetical protein"
"3377","GV21|SEQ01144","hypothetical protein"
"3378","GV21|SEQ01158","Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)"
"3379","GV21|SEQ01212","hypothetical protein"
"3380","GV21|SEQ01217","hypothetical protein"
"3381","GV21|SEQ01218","hypothetical protein"
"3382","GV21|SEQ01219","hypothetical protein"
"3383","GV21|SEQ01225","SSU ribosomal protein S16p"
"3384","GV21|SEQ01230","Magnesium and cobalt efflux protein CorC"
"3385","GV22|SEQ00045","hypothetical protein"
"3386","GV22|SEQ00120","hypothetical protein"
"3387","GV22|SEQ00122","hypothetical protein"
"3388","GV22|SEQ00135","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3389","GV22|SEQ00227","hypothetical protein"
"3390","GV22|SEQ00416","hypothetical protein"
"3391","GV22|SEQ00616","hypothetical protein"
"3392","GV22|SEQ00700","hypothetical protein"
"3393","GV22|SEQ00756","hypothetical protein"
"3394","GV22|SEQ00757","hypothetical protein"
"3395","GV22|SEQ00759","hypothetical protein"
"3396","GV22|SEQ00806","hypothetical protein"
"3397","GV22|SEQ00958","hypothetical protein"
"3398","GV22|SEQ00962","hypothetical protein"
"3399","GV22|SEQ00978","hypothetical protein"
"3400","GV22|SEQ01001","Magnesium and cobalt efflux protein CorC"
"3401","GV22|SEQ01061","hypothetical protein"
"3402","GV22|SEQ01069","hypothetical protein"
"3403","GV22|SEQ01084","hypothetical protein"
"3404","GV22|SEQ01097","hypothetical protein"
"3405","GV22|SEQ01113","hypothetical protein"
"3406","GV22|SEQ01175","Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)"
"3407","GV22|SEQ01184","hypothetical protein"
"3408","GV22|SEQ01193","SSU ribosomal protein S16p"
"3409","GV22|SEQ01196","hypothetical protein"
"3410","GV22|SEQ01209","hypothetical protein"
"3411","GV22|SEQ01218","hypothetical protein"
"3412","GV22|SEQ01232","hypothetical protein"
"3413","GV22|SEQ01235","hypothetical protein"
"3414","GV22|SEQ01287","hypothetical protein"
"3415","GV23|SEQ00004","hypothetical protein"
"3416","GV23|SEQ00005","hypothetical protein"
"3417","GV23|SEQ00007","hypothetical protein"
"3418","GV23|SEQ00023","hypothetical protein"
"3419","GV23|SEQ00104","hypothetical protein"
"3420","GV23|SEQ00112","hypothetical protein"
"3421","GV23|SEQ00231","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3422","GV23|SEQ00268","hypothetical protein"
"3423","GV23|SEQ00366","hypothetical protein"
"3424","GV23|SEQ00378","hypothetical protein"
"3425","GV23|SEQ00437","hypothetical protein"
"3426","GV23|SEQ00497","Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)"
"3427","GV23|SEQ00502","Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)"
"3428","GV23|SEQ00507","hypothetical protein"
"3429","GV23|SEQ00575","hypothetical protein"
"3430","GV23|SEQ00583","hypothetical protein"
"3431","GV23|SEQ00821","""Oxygen-insensitive NADPH nitroreductase """
"3432","GV23|SEQ00841","hypothetical protein"
"3433","GV23|SEQ00893","hypothetical protein"
"3434","GV23|SEQ00909","hypothetical protein"
"3435","GV23|SEQ00919","hypothetical protein"
"3436","GV23|SEQ00936","hypothetical protein"
"3437","GV23|SEQ01007","hypothetical protein"
"3438","GV23|SEQ01081","hypothetical protein"
"3439","GV23|SEQ01086","hypothetical protein"
"3440","GV23|SEQ01160","hypothetical protein"
"3441","GV23|SEQ01208","hypothetical protein"
"3442","GV23|SEQ01211","hypothetical protein"
"3443","GV23|SEQ01229","SSU ribosomal protein S16p"
"3444","GV24|SEQ00112","hypothetical protein"
"3445","GV24|SEQ00461","hypothetical protein"
"3446","GV24|SEQ00475","sugar transporter sugar binding protein"
"3447","GV24|SEQ00509","FIG00424428: hypothetical protein"
"3448","GV24|SEQ00608","hypothetical protein"
"3449","GV24|SEQ00613","glutamyl-Q-tRNA synthetase"
"3450","GV24|SEQ00629","hypothetical protein"
"3451","GV24|SEQ00640","Alanyl-tRNA synthetase (EC 6.1.1.7)"
"3452","GV24|SEQ00732","hypothetical protein"
"3453","GV24|SEQ00859","SSU ribosomal protein S16p"
"3454","GV24|SEQ00921","hypothetical protein"
"3455","GV24|SEQ00940","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3456","GV24|SEQ01024","hypothetical protein"
"3457","GV24|SEQ01034","Translation initiation factor 2"
"3458","GV24|SEQ01036","hypothetical protein"
"3459","GV24|SEQ01043","hypothetical protein"
"3460","GV24|SEQ01057","hypothetical protein"
"3461","GV24|SEQ01082","hypothetical protein"
"3462","GV24|SEQ01083","hypothetical protein"
"3463","GV24|SEQ01113","Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)"
"3464","GV24|SEQ01177","hypothetical protein"
"3465","GV24|SEQ01193","hypothetical protein"
"3466","GV24|SEQ01194","hypothetical protein"
"3467","GV24|SEQ01197","hypothetical protein"
"3468","GV24|SEQ01207","hypothetical protein"
"3469","GV24|SEQ01208","hypothetical protein"
"3470","GV24|SEQ01219","hypothetical protein"
"3471","GV24|SEQ01228","hypothetical protein"
"3472","GV25|SEQ00087","Site-specific recombinase"
"3473","GV25|SEQ00105","FIG00672336: hypothetical protein"
"3474","GV25|SEQ00116","hypothetical protein"
"3475","GV25|SEQ00171","""Type I restriction-modification system, specificity subunit S """
"3476","GV25|SEQ00178","hypothetical protein"
"3477","GV25|SEQ00216","hypothetical protein"
"3478","GV25|SEQ00232","hypothetical protein"
"3479","GV25|SEQ00241","hypothetical protein"
"3480","GV25|SEQ00252","hypothetical protein"
"3481","GV25|SEQ00268","hypothetical protein"
"3482","GV25|SEQ00332","hypothetical protein"
"3483","GV25|SEQ00365","hypothetical protein"
"3484","GV25|SEQ00369","hypothetical protein"
"3485","GV25|SEQ00374","hypothetical protein"
"3486","GV25|SEQ00393","hypothetical protein"
"3487","GV25|SEQ00408","hypothetical protein"
"3488","GV25|SEQ00484","hypothetical protein"
"3489","GV25|SEQ00550","hypothetical protein"
"3490","GV25|SEQ00637","hypothetical protein"
"3491","GV25|SEQ00639","hypothetical protein"
"3492","GV25|SEQ00641","hypothetical protein"
"3493","GV25|SEQ00644","hypothetical protein"
"3494","GV25|SEQ00656","hypothetical protein"
"3495","GV25|SEQ00699","hypothetical protein"
"3496","GV25|SEQ00702","hypothetical protein"
"3497","GV25|SEQ00710","hypothetical protein"
"3498","GV25|SEQ00752","TolA protein"
