cds_id	ortho_id	full_id	short_id	seq_id	strain_id	id_short
GV32|SEQ00183	clust_3670	fid|183998211|locus|VBIGarVag277040_0183|   possible phospholipase/carboxylesterase   [Gardnerella vaginalis JCP8151B]	fid|183998211|locus|VBIGarVag277040_0183	SEQ00183	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00213	clust_3671	fid|183998272|locus|VBIGarVag277040_0213|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183998272|locus|VBIGarVag277040_0213	SEQ00213	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00243	clust_3672	fid|183998334|locus|VBIGarVag277040_0243|   Putative DNA-binding protein in cluster with Type I restriction-modification system   [Gardnerella vaginalis JCP8151B]	fid|183998334|locus|VBIGarVag277040_0243	SEQ00243	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00244	clust_3673	fid|183998336|locus|VBIGarVag277040_0244|   Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)   [Gardnerella vaginalis JCP8151B]	fid|183998336|locus|VBIGarVag277040_0244	SEQ00244	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00245	clust_3674	fid|183998338|locus|VBIGarVag277040_0245|   Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)   [Gardnerella vaginalis JCP8151B]	fid|183998338|locus|VBIGarVag277040_0245	SEQ00245	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00247	clust_3675	fid|183998342|locus|VBIGarVag277040_0247|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183998342|locus|VBIGarVag277040_0247	SEQ00247	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00249	clust_3676	fid|183998346|locus|VBIGarVag277040_0249|   unknown   [Gardnerella vaginalis JCP8151B]	fid|183998346|locus|VBIGarVag277040_0249	SEQ00249	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00250	clust_3677	fid|183998348|locus|VBIGarVag277040_0250|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183998348|locus|VBIGarVag277040_0250	SEQ00250	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00340	clust_3678	fid|183998532|locus|VBIGarVag277040_0340|   Preprotein translocase subunit SecG (TC 3.A.5.1.1)   [Gardnerella vaginalis JCP8151B]	fid|183998532|locus|VBIGarVag277040_0340	SEQ00340	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00402	clust_3679	fid|183998671|locus|VBIGarVag277040_0402|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183998671|locus|VBIGarVag277040_0402	SEQ00402	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00471	clust_3680	fid|183998819|locus|VBIGarVag277040_0471|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183998819|locus|VBIGarVag277040_0471	SEQ00471	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00524	clust_3681	fid|183998944|locus|VBIGarVag277040_0524|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183998944|locus|VBIGarVag277040_0524	SEQ00524	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00593	clust_3682	fid|183999093|locus|VBIGarVag277040_0593|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999093|locus|VBIGarVag277040_0593	SEQ00593	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00747	clust_3683	fid|183999422|locus|VBIGarVag277040_0747|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999422|locus|VBIGarVag277040_0747	SEQ00747	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00749	clust_3684	fid|183999426|locus|VBIGarVag277040_0749|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999426|locus|VBIGarVag277040_0749	SEQ00749	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00750	clust_3685	fid|183999428|locus|VBIGarVag277040_0750|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999428|locus|VBIGarVag277040_0750	SEQ00750	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00792	clust_3686	fid|183999516|locus|VBIGarVag277040_0792|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999516|locus|VBIGarVag277040_0792	SEQ00792	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00815	clust_3687	fid|183999569|locus|VBIGarVag277040_0815|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999569|locus|VBIGarVag277040_0815	SEQ00815	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00817	clust_3688	fid|183999573|locus|VBIGarVag277040_0817|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999573|locus|VBIGarVag277040_0817	SEQ00817	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00820	clust_3689	fid|183999579|locus|VBIGarVag277040_0820|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999579|locus|VBIGarVag277040_0820	SEQ00820	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00822	clust_3690	fid|183999584|locus|VBIGarVag277040_0822|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999584|locus|VBIGarVag277040_0822	SEQ00822	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00843	clust_3691	fid|183999631|locus|VBIGarVag277040_0843|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999631|locus|VBIGarVag277040_0843	SEQ00843	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00850	clust_3692	fid|183999654|locus|VBIGarVag277040_0850|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999654|locus|VBIGarVag277040_0850	SEQ00850	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00851	clust_3693	fid|183999656|locus|VBIGarVag277040_0851|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999656|locus|VBIGarVag277040_0851	SEQ00851	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00852	clust_3694	fid|183999658|locus|VBIGarVag277040_0852|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999658|locus|VBIGarVag277040_0852	SEQ00852	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00853	clust_3695	fid|183999660|locus|VBIGarVag277040_0853|   TnpY   [Gardnerella vaginalis JCP8151B]	fid|183999660|locus|VBIGarVag277040_0853	SEQ00853	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00854	clust_3696	fid|183999662|locus|VBIGarVag277040_0854|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999662|locus|VBIGarVag277040_0854	SEQ00854	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00855	clust_3697	fid|183999664|locus|VBIGarVag277040_0855|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999664|locus|VBIGarVag277040_0855	SEQ00855	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00856	clust_3698	fid|183999666|locus|VBIGarVag277040_0856|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999666|locus|VBIGarVag277040_0856	SEQ00856	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00857	clust_3699	fid|183999668|locus|VBIGarVag277040_0857|   Integrase   [Gardnerella vaginalis JCP8151B]	fid|183999668|locus|VBIGarVag277040_0857	SEQ00857	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00898	clust_3700	fid|183999772|locus|VBIGarVag277040_0898|   repeat protein   [Gardnerella vaginalis JCP8151B]	fid|183999772|locus|VBIGarVag277040_0898	SEQ00898	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00900	clust_3701	fid|183999776|locus|VBIGarVag277040_0900|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999776|locus|VBIGarVag277040_0900	SEQ00900	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00904	clust_3702	fid|183999784|locus|VBIGarVag277040_0904|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999784|locus|VBIGarVag277040_0904	SEQ00904	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00907	clust_3703	fid|183999792|locus|VBIGarVag277040_0907|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999792|locus|VBIGarVag277040_0907	SEQ00907	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00929	clust_3704	fid|183999841|locus|VBIGarVag277040_0929|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999841|locus|VBIGarVag277040_0929	SEQ00929	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00951	clust_3705	fid|183999895|locus|VBIGarVag277040_0951|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999895|locus|VBIGarVag277040_0951	SEQ00951	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00956	clust_3706	fid|183999908|locus|VBIGarVag277040_0956|   SSU ribosomal protein S16p   [Gardnerella vaginalis JCP8151B]	fid|183999908|locus|VBIGarVag277040_0956	SEQ00956	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00971	clust_3707	fid|183999948|locus|VBIGarVag277040_0971|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999948|locus|VBIGarVag277040_0971	SEQ00971	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00973	clust_3708	fid|183999953|locus|VBIGarVag277040_0973|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|183999953|locus|VBIGarVag277040_0973	SEQ00973	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ00995	clust_3709	fid|184000008|locus|VBIGarVag277040_0995|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|184000008|locus|VBIGarVag277040_0995	SEQ00995	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ01022	clust_3710	fid|184000078|locus|VBIGarVag277040_1022|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|184000078|locus|VBIGarVag277040_1022	SEQ01022	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ01025	clust_3711	fid|184000087|locus|VBIGarVag277040_1025|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|184000087|locus|VBIGarVag277040_1025	SEQ01025	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ01027	clust_3712	fid|184000094|locus|VBIGarVag277040_1027|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|184000094|locus|VBIGarVag277040_1027	SEQ01027	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ01090	clust_3713	fid|184000225|locus|VBIGarVag277040_1090|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|184000225|locus|VBIGarVag277040_1090	SEQ01090	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ01091	clust_3714	fid|184000227|locus|VBIGarVag277040_1091|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|184000227|locus|VBIGarVag277040_1091	SEQ01091	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ01092	clust_3715	fid|184000229|locus|VBIGarVag277040_1092|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|184000229|locus|VBIGarVag277040_1092	SEQ01092	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ01165	clust_3716	fid|184000393|locus|VBIGarVag277040_1165|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|184000393|locus|VBIGarVag277040_1165	SEQ01165	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ01173	clust_3717	fid|184000409|locus|VBIGarVag277040_1173|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|184000409|locus|VBIGarVag277040_1173	SEQ01173	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ01179	clust_3718	fid|184000422|locus|VBIGarVag277040_1179|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|184000422|locus|VBIGarVag277040_1179	SEQ01179	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ01210	clust_3719	fid|184000499|locus|VBIGarVag277040_1210|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|184000499|locus|VBIGarVag277040_1210	SEQ01210	Gardnerella vaginalis JCP8151B	GV32
GV32|SEQ01246	clust_3720	fid|184000576|locus|VBIGarVag277040_1246|   hypothetical protein   [Gardnerella vaginalis JCP8151B]	fid|184000576|locus|VBIGarVag277040_1246	SEQ01246	Gardnerella vaginalis JCP8151B	GV32
GV29|SEQ00051	clust_3721	fid|183989461|locus|VBIGarVag265473_0051|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183989461|locus|VBIGarVag265473_0051	SEQ00051	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00071	clust_3722	fid|183989501|locus|VBIGarVag265473_0071|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183989501|locus|VBIGarVag265473_0071	SEQ00071	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00175	clust_3723	fid|183989718|locus|VBIGarVag265473_0175|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183989718|locus|VBIGarVag265473_0175	SEQ00175	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00220	clust_3724	fid|183989811|locus|VBIGarVag265473_0220|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183989811|locus|VBIGarVag265473_0220	SEQ00220	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00487	clust_3725	fid|183990385|locus|VBIGarVag265473_0487|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183990385|locus|VBIGarVag265473_0487	SEQ00487	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00527	clust_3726	fid|183990468|locus|VBIGarVag265473_0527|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183990468|locus|VBIGarVag265473_0527	SEQ00527	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00532	clust_3727	fid|183990479|locus|VBIGarVag265473_0532|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183990479|locus|VBIGarVag265473_0532	SEQ00532	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00578	clust_3728	fid|183990583|locus|VBIGarVag265473_0578|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183990583|locus|VBIGarVag265473_0578	SEQ00578	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00605	clust_3729	fid|183990639|locus|VBIGarVag265473_0605|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183990639|locus|VBIGarVag265473_0605	SEQ00605	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00625	clust_3730	fid|183990686|locus|VBIGarVag265473_0625|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183990686|locus|VBIGarVag265473_0625	SEQ00625	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00632	clust_3731	fid|183990703|locus|VBIGarVag265473_0632|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183990703|locus|VBIGarVag265473_0632	SEQ00632	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00685	clust_3732	fid|183990820|locus|VBIGarVag265473_0685|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183990820|locus|VBIGarVag265473_0685	SEQ00685	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00702	clust_3733	fid|183990862|locus|VBIGarVag265473_0702|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183990862|locus|VBIGarVag265473_0702	SEQ00702	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00703	clust_3734	fid|183990864|locus|VBIGarVag265473_0703|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183990864|locus|VBIGarVag265473_0703	SEQ00703	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00737	clust_3735	fid|183990935|locus|VBIGarVag265473_0737|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183990935|locus|VBIGarVag265473_0737	SEQ00737	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00761	clust_3736	fid|183990991|locus|VBIGarVag265473_0761|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183990991|locus|VBIGarVag265473_0761	SEQ00761	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00764	clust_3737	fid|183990998|locus|VBIGarVag265473_0764|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183990998|locus|VBIGarVag265473_0764	SEQ00764	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00767	clust_3738	fid|183991004|locus|VBIGarVag265473_0767|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991004|locus|VBIGarVag265473_0767	SEQ00767	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00769	clust_3739	fid|183991009|locus|VBIGarVag265473_0769|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991009|locus|VBIGarVag265473_0769	SEQ00769	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00778	clust_3740	fid|183991029|locus|VBIGarVag265473_0778|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991029|locus|VBIGarVag265473_0778	SEQ00778	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00812	clust_3741	fid|183991105|locus|VBIGarVag265473_0812|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991105|locus|VBIGarVag265473_0812	SEQ00812	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00883	clust_3742	fid|183991255|locus|VBIGarVag265473_0883|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991255|locus|VBIGarVag265473_0883	SEQ00883	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00897	clust_3743	fid|183991285|locus|VBIGarVag265473_0897|   TolA protein   [Gardnerella vaginalis JCP8070]	fid|183991285|locus|VBIGarVag265473_0897	SEQ00897	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00940	clust_3744	fid|183991373|locus|VBIGarVag265473_0940|   Preprotein translocase subunit SecG (TC 3.A.5.1.1)   [Gardnerella vaginalis JCP8070]	fid|183991373|locus|VBIGarVag265473_0940	SEQ00940	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00941	clust_3745	fid|183991375|locus|VBIGarVag265473_0941|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991375|locus|VBIGarVag265473_0941	SEQ00941	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00949	clust_3746	fid|183991393|locus|VBIGarVag265473_0949|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991393|locus|VBIGarVag265473_0949	SEQ00949	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00950	clust_3747	fid|183991395|locus|VBIGarVag265473_0950|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991395|locus|VBIGarVag265473_0950	SEQ00950	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00958	clust_3748	fid|183991414|locus|VBIGarVag265473_0958|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991414|locus|VBIGarVag265473_0958	SEQ00958	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ00992	clust_3749	fid|183991490|locus|VBIGarVag265473_0992|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991490|locus|VBIGarVag265473_0992	SEQ00992	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ01003	clust_3750	fid|183991519|locus|VBIGarVag265473_1003|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991519|locus|VBIGarVag265473_1003	SEQ01003	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ01010	clust_3751	fid|183991537|locus|VBIGarVag265473_1010|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991537|locus|VBIGarVag265473_1010	SEQ01010	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ01049	clust_3752	fid|183991627|locus|VBIGarVag265473_1049|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991627|locus|VBIGarVag265473_1049	SEQ01049	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ01077	clust_3753	fid|183991691|locus|VBIGarVag265473_1077|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991691|locus|VBIGarVag265473_1077	SEQ01077	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ01126	clust_3754	fid|183991812|locus|VBIGarVag265473_1126|   SSU ribosomal protein S16p   [Gardnerella vaginalis JCP8070]	fid|183991812|locus|VBIGarVag265473_1126	SEQ01126	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ01156	clust_3755	fid|183991895|locus|VBIGarVag265473_1156|   DNA topoisomerase I    [Gardnerella vaginalis JCP8070]	fid|183991895|locus|VBIGarVag265473_1156	SEQ01156	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ01160	clust_3756	fid|183991910|locus|VBIGarVag265473_1160|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991910|locus|VBIGarVag265473_1160	SEQ01160	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ01164	clust_3757	fid|183991923|locus|VBIGarVag265473_1164|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991923|locus|VBIGarVag265473_1164	SEQ01164	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ01176	clust_3758	fid|183991954|locus|VBIGarVag265473_1176|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991954|locus|VBIGarVag265473_1176	SEQ01176	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ01178	clust_3759	fid|183991959|locus|VBIGarVag265473_1178|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991959|locus|VBIGarVag265473_1178	SEQ01178	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ01180	clust_3760	fid|183991965|locus|VBIGarVag265473_1180|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991965|locus|VBIGarVag265473_1180	SEQ01180	Gardnerella vaginalis JCP8070	GV29
GV29|SEQ01182	clust_3761	fid|183991974|locus|VBIGarVag265473_1182|   hypothetical protein   [Gardnerella vaginalis JCP8070]	fid|183991974|locus|VBIGarVag265473_1182	SEQ01182	Gardnerella vaginalis JCP8070	GV29
GV34|SEQ00021	clust_3762	fid|184003531|locus|VBIGarVag270440_0021|   hypothetical protein   [Gardnerella vaginalis JCP8481B]	fid|184003531|locus|VBIGarVag270440_0021	SEQ00021	Gardnerella vaginalis JCP8481B	GV34
GV34|SEQ00110	clust_3763	fid|184003716|locus|VBIGarVag270440_0110|   hypothetical protein   [Gardnerella vaginalis JCP8481B]	fid|184003716|locus|VBIGarVag270440_0110	SEQ00110	Gardnerella vaginalis JCP8481B	GV34
GV34|SEQ00119	clust_3764	fid|184003735|locus|VBIGarVag270440_0119|   hypothetical protein   [Gardnerella vaginalis JCP8481B]	fid|184003735|locus|VBIGarVag270440_0119	SEQ00119	Gardnerella vaginalis JCP8481B	GV34
GV34|SEQ00399	clust_3765	fid|184004356|locus|VBIGarVag270440_0399|   hypothetical protein   [Gardnerella vaginalis JCP8481B]	fid|184004356|locus|VBIGarVag270440_0399	SEQ00399	Gardnerella vaginalis JCP8481B	GV34
GV34|SEQ00427	clust_3766	fid|184004417|locus|VBIGarVag270440_0427|   hypothetical protein   [Gardnerella vaginalis JCP8481B]	fid|184004417|locus|VBIGarVag270440_0427	SEQ00427	Gardnerella vaginalis JCP8481B	GV34
GV34|SEQ00544	clust_3767	fid|184004679|locus|VBIGarVag270440_0544|   hypothetical protein   [Gardnerella vaginalis JCP8481B]	fid|184004679|locus|VBIGarVag270440_0544	SEQ00544	Gardnerella vaginalis JCP8481B	GV34
GV34|SEQ00618	clust_3768	fid|184004837|locus|VBIGarVag270440_0618|   hypothetical protein   [Gardnerella vaginalis JCP8481B]	fid|184004837|locus|VBIGarVag270440_0618	SEQ00618	Gardnerella vaginalis JCP8481B	GV34
GV34|SEQ00625	clust_3769	fid|184004852|locus|VBIGarVag270440_0625|   hypothetical protein   [Gardnerella vaginalis JCP8481B]	fid|184004852|locus|VBIGarVag270440_0625	SEQ00625	Gardnerella vaginalis JCP8481B	GV34
GV34|SEQ00747	clust_3770	fid|184005121|locus|VBIGarVag270440_0747|   hypothetical protein   [Gardnerella vaginalis JCP8481B]	fid|184005121|locus|VBIGarVag270440_0747	SEQ00747	Gardnerella vaginalis JCP8481B	GV34
GV34|SEQ00828	clust_3771	fid|184005288|locus|VBIGarVag270440_0828|   hypothetical protein   [Gardnerella vaginalis JCP8481B]	fid|184005288|locus|VBIGarVag270440_0828	SEQ00828	Gardnerella vaginalis JCP8481B	GV34
GV34|SEQ00831	clust_3772	fid|184005295|locus|VBIGarVag270440_0831|   hypothetical protein   [Gardnerella vaginalis JCP8481B]	fid|184005295|locus|VBIGarVag270440_0831	SEQ00831	Gardnerella vaginalis JCP8481B	GV34
GV34|SEQ00854	clust_3773	fid|184005347|locus|VBIGarVag270440_0854|   hypothetical protein   [Gardnerella vaginalis JCP8481B]	fid|184005347|locus|VBIGarVag270440_0854	SEQ00854	Gardnerella vaginalis JCP8481B	GV34
GV34|SEQ00970	clust_3774	fid|184005613|locus|VBIGarVag270440_0970|   hypothetical protein   [Gardnerella vaginalis JCP8481B]	fid|184005613|locus|VBIGarVag270440_0970	SEQ00970	Gardnerella vaginalis JCP8481B	GV34
GV34|SEQ00994	clust_3775	fid|184005667|locus|VBIGarVag270440_0994|   hypothetical protein   [Gardnerella vaginalis JCP8481B]	fid|184005667|locus|VBIGarVag270440_0994	SEQ00994	Gardnerella vaginalis JCP8481B	GV34
GV34|SEQ01054	clust_3776	fid|184005797|locus|VBIGarVag270440_1054|   hypothetical protein   [Gardnerella vaginalis JCP8481B]	fid|184005797|locus|VBIGarVag270440_1054	SEQ01054	Gardnerella vaginalis JCP8481B	GV34
GV34|SEQ01123	clust_3777	fid|184005952|locus|VBIGarVag270440_1123|   hypothetical protein   [Gardnerella vaginalis JCP8481B]	fid|184005952|locus|VBIGarVag270440_1123	SEQ01123	Gardnerella vaginalis JCP8481B	GV34
GV34|SEQ01144	clust_3778	fid|184005994|locus|VBIGarVag270440_1144|   hypothetical protein   [Gardnerella vaginalis JCP8481B]	fid|184005994|locus|VBIGarVag270440_1144	SEQ01144	Gardnerella vaginalis JCP8481B	GV34
GV34|SEQ01198	clust_3779	fid|184006126|locus|VBIGarVag270440_1198|   SSU ribosomal protein S16p   [Gardnerella vaginalis JCP8481B]	fid|184006126|locus|VBIGarVag270440_1198	SEQ01198	Gardnerella vaginalis JCP8481B	GV34
GV34|SEQ01238	clust_3780	fid|184006223|locus|VBIGarVag270440_1238|   hypothetical protein   [Gardnerella vaginalis JCP8481B]	fid|184006223|locus|VBIGarVag270440_1238	SEQ01238	Gardnerella vaginalis JCP8481B	GV34
GV31|SEQ00087	clust_3781	fid|183995201|locus|VBIGarVag264983_0087|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183995201|locus|VBIGarVag264983_0087	SEQ00087	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ00097	clust_3782	fid|183995222|locus|VBIGarVag264983_0097|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183995222|locus|VBIGarVag264983_0097	SEQ00097	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ00100	clust_3783	fid|183995228|locus|VBIGarVag264983_0100|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183995228|locus|VBIGarVag264983_0100	SEQ00100	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ00161	clust_3784	fid|183995358|locus|VBIGarVag264983_0161|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183995358|locus|VBIGarVag264983_0161	SEQ00161	Gardnerella vaginalis JCP8151A	GV31
