"short_id"	"genome_name"	"accession"	"annotation"	"feature_type"	"na_feature_id"	"locus_tag"	"gene"	"product"	"ec_number"	"ec_name"	"figfam_id"	"go_id"	"go_term"	"pathway_id"	"pathway_name"	"ortho_id"
"fid|85486168|locus|VBIGarVag244533_0115"	"Gardnerella vaginalis 55152"	"ADEQ01000002"	"PATRIC"	"CDS"	85486168	"VBIGarVag244533_0115"	NA	"ABC-type sugar transport system, permease component"	NA	NA	"FIG00005339"	NA	NA	NA	NA	"clust_1142"
"fid|85486174|locus|VBIGarVag244533_0118"	"Gardnerella vaginalis 55152"	"ADEQ01000002"	"PATRIC"	"CDS"	85486174	"VBIGarVag244533_0118"	NA	"ABC transporter, solute-binding protein"	NA	NA	"FIG01316958"	NA	NA	NA	NA	"clust_1143"
"fid|85486202|locus|VBIGarVag244533_0131"	"Gardnerella vaginalis 55152"	"ADEQ01000002"	"PATRIC"	"CDS"	85486202	"VBIGarVag244533_0131"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1144"
"fid|85486631|locus|VBIGarVag244533_0340"	"Gardnerella vaginalis 55152"	"ADEQ01000003"	"PATRIC"	"CDS"	85486631	"VBIGarVag244533_0340"	NA	"N-acylglucosamine 2-epimerase (EC 5.1.3.8)"	"5.1.3.8"	"N-acylglucosamine 2-epimerase"	"FIG00041819"	NA	NA	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1155"
"fid|85486745|locus|VBIGarVag244533_0393"	"Gardnerella vaginalis 55152"	"ADEQ01000005"	"PATRIC"	"CDS"	85486745	"VBIGarVag244533_0393"	NA	"Xylose-responsive transcription regulator, ROK family"	NA	NA	"FIG00092279"	NA	NA	NA	NA	"clust_1146"
"fid|85486747|locus|VBIGarVag244533_0394"	"Gardnerella vaginalis 55152"	"ADEQ01000005"	"PATRIC"	"CDS"	85486747	"VBIGarVag244533_0394"	NA	"Xylulose kinase (EC 2.7.1.17)"	"2.7.1.17"	"Xylulokinase"	"FIG00000793"	"GO:0004856"	"xylulokinase activity"	40	"Pentose and glucuronate interconversions"	"clust_1147"
"fid|85486751|locus|VBIGarVag244533_0396"	"Gardnerella vaginalis 55152"	"ADEQ01000005"	"PATRIC"	"CDS"	85486751	"VBIGarVag244533_0396"	NA	"L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"	NA	NA	"FIG00003757"	NA	NA	NA	NA	"clust_1053"
"fid|85486971|locus|VBIGarVag244533_0504"	"Gardnerella vaginalis 55152"	"ADEQ01000006"	"PATRIC"	"CDS"	85486971	"VBIGarVag244533_0504"	NA	"FIG00424915: hypothetical protein"	NA	NA	"FIG01316768"	NA	NA	NA	NA	"clust_1152"
"fid|85486973|locus|VBIGarVag244533_0505"	"Gardnerella vaginalis 55152"	"ADEQ01000006"	"PATRIC"	"CDS"	85486973	"VBIGarVag244533_0505"	NA	"Zeta toxin"	NA	NA	"FIG01346510"	NA	NA	NA	NA	"clust_1151"
"fid|85487498|locus|VBIGarVag244533_0754"	"Gardnerella vaginalis 55152"	"ADEQ01000010"	"PATRIC"	"CDS"	85487498	"VBIGarVag244533_0754"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1158"
"fid|85488020|locus|VBIGarVag244533_1002"	"Gardnerella vaginalis 55152"	"ADEQ01000015"	"PATRIC"	"CDS"	85488020	"VBIGarVag244533_1002"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	52	"Galactose metabolism"	"clust_1148"
"fid|85488020|locus|VBIGarVag244533_1002"	"Gardnerella vaginalis 55152"	"ADEQ01000015"	"PATRIC"	"CDS"	85488020	"VBIGarVag244533_1002"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1148"
"fid|85488022|locus|VBIGarVag244533_1003"	"Gardnerella vaginalis 55152"	"ADEQ01000015"	"PATRIC"	"CDS"	85488022	"VBIGarVag244533_1003"	NA	"FIG01114224: hypothetical protein"	NA	NA	"FIG01114223"	NA	NA	NA	NA	"clust_1149"
"fid|85488298|locus|VBIGarVag244533_1132"	"Gardnerella vaginalis 55152"	"ADEQ01000017"	"PATRIC"	"CDS"	85488298	"VBIGarVag244533_1132"	NA	"FIG00672247: hypothetical protein"	NA	NA	"FIG00672245"	NA	NA	NA	NA	"clust_1154"
"fid|85489021|locus|VBIGarVag244004_0154"	"Gardnerella vaginalis 1400E"	"ADER01000003"	"PATRIC"	"CDS"	85489021	"VBIGarVag244004_0154"	NA	"Alpha-L-fucosidase (EC 3.2.1.51)"	"3.2.1.51"	"Alpha-L-fucosidase"	"FIG00038920"	"GO:0004560"	"alpha-L-fucosidase activity"	NA	NA	"clust_1140"
"fid|85489023|locus|VBIGarVag244004_0155"	"Gardnerella vaginalis 1400E"	"ADER01000003"	"PATRIC"	"CDS"	85489023	"VBIGarVag244004_0155"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	531	"Glycosaminoglycan degradation"	"clust_1141"
"fid|85489023|locus|VBIGarVag244004_0155"	"Gardnerella vaginalis 1400E"	"ADER01000003"	"PATRIC"	"CDS"	85489023	"VBIGarVag244004_0155"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	600	"Sphingolipid metabolism"	"clust_1141"
"fid|85489023|locus|VBIGarVag244004_0155"	"Gardnerella vaginalis 1400E"	"ADER01000003"	"PATRIC"	"CDS"	85489023	"VBIGarVag244004_0155"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	604	"Glycosphingolipid biosynthesis - ganglio series"	"clust_1141"
"fid|85489023|locus|VBIGarVag244004_0155"	"Gardnerella vaginalis 1400E"	"ADER01000003"	"PATRIC"	"CDS"	85489023	"VBIGarVag244004_0155"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	52	"Galactose metabolism"	"clust_1141"
"fid|85489025|locus|VBIGarVag244004_0156"	"Gardnerella vaginalis 1400E"	"ADER01000003"	"PATRIC"	"CDS"	85489025	"VBIGarVag244004_0156"	NA	"ABC-type sugar transport system, permease component"	NA	NA	"FIG00005339"	NA	NA	NA	NA	"clust_1142"
"fid|85489031|locus|VBIGarVag244004_0159"	"Gardnerella vaginalis 1400E"	"ADER01000003"	"PATRIC"	"CDS"	85489031	"VBIGarVag244004_0159"	NA	"ABC transporter, solute-binding protein"	NA	NA	"FIG01316958"	NA	NA	NA	NA	"clust_1143"
"fid|85489059|locus|VBIGarVag244004_0172"	"Gardnerella vaginalis 1400E"	"ADER01000003"	"PATRIC"	"CDS"	85489059	"VBIGarVag244004_0172"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1144"
"fid|85489521|locus|VBIGarVag244004_0389"	"Gardnerella vaginalis 1400E"	"ADER01000011"	"PATRIC"	"CDS"	85489521	"VBIGarVag244004_0389"	NA	"Xylulose kinase (EC 2.7.1.17)"	"2.7.1.17"	"Xylulokinase"	"FIG00000793"	"GO:0004856"	"xylulokinase activity"	40	"Pentose and glucuronate interconversions"	"clust_1147"
"fid|85489523|locus|VBIGarVag244004_0390"	"Gardnerella vaginalis 1400E"	"ADER01000011"	"PATRIC"	"CDS"	85489523	"VBIGarVag244004_0390"	NA	"Xylose repressor XylR (ROK family)"	NA	NA	"FIG01353285"	NA	NA	NA	NA	"clust_1146"
"fid|85490187|locus|VBIGarVag244004_0700"	"Gardnerella vaginalis 1400E"	"ADER01000019"	"PATRIC"	"CDS"	85490187	"VBIGarVag244004_0700"	NA	"FIG00672247: hypothetical protein"	NA	NA	"FIG00672245"	NA	NA	NA	NA	"clust_1154"
"fid|85490232|locus|VBIGarVag244004_0721"	"Gardnerella vaginalis 1400E"	"ADER01000020"	"PATRIC"	"CDS"	85490232	"VBIGarVag244004_0721"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1148"
"fid|85490232|locus|VBIGarVag244004_0721"	"Gardnerella vaginalis 1400E"	"ADER01000020"	"PATRIC"	"CDS"	85490232	"VBIGarVag244004_0721"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	52	"Galactose metabolism"	"clust_1148"
"fid|85490234|locus|VBIGarVag244004_0722"	"Gardnerella vaginalis 1400E"	"ADER01000020"	"PATRIC"	"CDS"	85490234	"VBIGarVag244004_0722"	NA	"FIG01114224: hypothetical protein"	NA	NA	"FIG01114223"	NA	NA	NA	NA	"clust_1149"
"fid|85490482|locus|VBIGarVag244004_0841"	"Gardnerella vaginalis 1400E"	"ADER01000020"	"PATRIC"	"CDS"	85490482	"VBIGarVag244004_0841"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1158"
"fid|85490761|locus|VBIGarVag244004_0974"	"Gardnerella vaginalis 1400E"	"ADER01000023"	"PATRIC"	"CDS"	85490761	"VBIGarVag244004_0974"	NA	"FIG00424915: hypothetical protein"	NA	NA	"FIG01316768"	NA	NA	NA	NA	"clust_1152"
"fid|85490915|locus|VBIGarVag244004_1048"	"Gardnerella vaginalis 1400E"	"ADER01000026"	"PATRIC"	"CDS"	85490915	"VBIGarVag244004_1048"	NA	"transcription regulator, probable"	NA	NA	"FIG01342244"	NA	NA	NA	NA	"clust_1150"
"fid|85490917|locus|VBIGarVag244004_1049"	"Gardnerella vaginalis 1400E"	"ADER01000026"	"PATRIC"	"CDS"	85490917	"VBIGarVag244004_1049"	NA	"Zeta toxin"	NA	NA	"FIG01346510"	NA	NA	NA	NA	"clust_1151"
"fid|85491068|locus|VBIGarVag244004_1121"	"Gardnerella vaginalis 1400E"	"ADER01000027"	"PATRIC"	"CDS"	85491068	"VBIGarVag244004_1121"	NA	"L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"	NA	NA	"FIG00003757"	NA	NA	NA	NA	"clust_1053"
"fid|85491485|locus|VBIGarVag244004_1326"	"Gardnerella vaginalis 1400E"	"ADER01000028"	"PATRIC"	"CDS"	85491485	"VBIGarVag244004_1326"	NA	"N-acylglucosamine 2-epimerase (EC 5.1.3.8)"	"5.1.3.8"	"N-acylglucosamine 2-epimerase"	"FIG00041819"	NA	NA	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1155"
